"","date","Austria","Belgium","Croatia","Czechia","Denmark","Finland","France","Ireland","Netherlands","Portugal","Sweden"
"1",2020-01-24,NA,NA,NA,NA,NA,NA,0.00447675113455423,NA,NA,NA,NA
"2",2020-01-27,NA,NA,NA,NA,NA,NA,0.00447675113455423,NA,NA,NA,NA
"3",2020-01-28,NA,NA,NA,NA,NA,NA,0.00596900151273898,NA,NA,NA,NA
"4",2020-01-29,NA,NA,NA,NA,NA,NA,0.00746125189092372,NA,NA,NA,NA
"5",2020-01-30,NA,NA,NA,NA,NA,NA,0.00895350226910846,NA,NA,NA,NA
"6",2020-01-31,NA,NA,NA,NA,NA,NA,0.00895350226910846,NA,NA,NA,NA
"7",2020-02-02,NA,NA,NA,NA,NA,NA,0.00895350226910846,NA,NA,NA,NA
"8",2020-02-03,NA,NA,NA,NA,NA,NA,0.00895350226910846,NA,NA,NA,NA
"9",2020-02-04,NA,NA,NA,NA,NA,NA,0.00895350226910846,NA,NA,NA,NA
"10",2020-02-05,NA,NA,NA,NA,NA,NA,0.00895350226910846,NA,NA,NA,NA
"11",2020-02-06,NA,NA,NA,NA,NA,NA,0.00895350226910846,NA,NA,NA,NA
"12",2020-02-07,NA,NA,NA,NA,NA,NA,0.0164147541600322,NA,NA,NA,NA
"13",2020-02-08,NA,NA,NA,NA,NA,NA,0.0164147541600322,NA,NA,NA,NA
"14",2020-02-09,NA,NA,NA,NA,NA,NA,0.0164147541600322,NA,NA,NA,NA
"15",2020-02-10,NA,NA,NA,NA,NA,NA,0.0164147541600322,NA,NA,NA,NA
"16",2020-02-11,NA,NA,NA,NA,NA,NA,0.0164147541600322,NA,NA,NA,NA
"17",2020-02-12,NA,NA,NA,NA,NA,NA,0.0164147541600322,NA,NA,NA,NA
"18",2020-02-13,NA,NA,NA,NA,NA,NA,0.011938003025478,NA,NA,NA,NA
"19",2020-02-15,NA,NA,NA,NA,NA,NA,0.0104457526472932,NA,NA,NA,NA
"20",2020-02-19,NA,NA,NA,NA,NA,NA,0.00596900151273898,NA,NA,NA,NA
"21",2020-02-20,NA,NA,NA,NA,NA,NA,0.0164147541600322,NA,NA,NA,NA
"22",2020-02-21,NA,NA,NA,NA,NA,NA,0.00149225037818474,NA,NA,NA,NA
"23",2020-02-23,NA,NA,NA,NA,NA,NA,0.00149225037818474,NA,NA,NA,NA
"24",2020-02-25,NA,NA,NA,NA,NA,NA,0.00298450075636949,NA,NA,NA,NA
"25",2020-02-26,NA,NA,NA,NA,NA,NA,0.00596900151273898,NA,NA,0,NA
"26",2020-02-27,NA,NA,NA,NA,NA,NA,0.0358140090764339,NA,0.00578631274337593,0,0.00977499429384708
"27",2020-02-28,NA,NA,NA,NA,NA,NA,NA,NA,0.0520768146903834,0,0.00977499429384708
"28",2020-02-29,NA,NA,NA,NA,NA,NA,0.128333532523888,NA,0.0578631274337593,0,0.00977499429384708
"29",2020-03-01,NA,NA,NA,0,NA,NA,0.17310104386943,NA,0.115726254867519,0,0.00977499429384708
"30",2020-03-02,NA,NA,NA,0,NA,NA,NA,NA,0.196734633274782,0,0.0293249828815412
"31",2020-03-03,NA,NA,NA,0,NA,NA,NA,NA,0.231452509735037,0,0.0293249828815412
"32",2020-03-04,NA,NA,NA,0,NA,NA,NA,NA,0.306674575398924,0,0.0293249828815412
"33",2020-03-05,NA,NA,NA,0,NA,NA,NA,NA,0.376110328319435,0.0875774586130825,0.0586499657630825
"34",2020-03-06,NA,NA,NA,0,NA,NA,NA,NA,0.445546081239947,0.12650077355223,0.0684249600569296
"35",2020-03-07,NA,NA,NA,0,NA,NA,NA,0.367029346035267,0.538127085133962,0.204347403430526,0.0684249600569296
"36",2020-03-08,NA,NA,NA,0,NA,NA,NA,0.346638826811086,0.6249217762846,0.291924862043608,0.0684249600569296
"37",2020-03-09,NA,NA,NA,0,NA,NA,NA,0.367029346035267,0.815870096816006,0.369771491921904,0.0977499429384708
"38",2020-03-10,NA,NA,NA,0,NA,NA,NA,0.53015349982872,1.00681841734741,0.389233149391478,0.136849920113859
"39",2020-03-11,NA,NA,NA,0.0187796953933407,NA,NA,NA,0.652496615173809,1.24405723982582,0.554657237882856,0.175949897289247
"40",2020-03-12,NA,NA,NA,0.0281695430900111,NA,NA,NA,0.897182845863987,1.63752650637539,0.671427182700299,0.146624914407706
"41",2020-03-13,NA,NA,NA,0.0375593907866814,NA,NA,NA,0.734058692070535,2.02520946018158,1.0411986746222,0.156399908701553
"42",2020-03-14,NA,NA,NA,0.0375593907866814,NA,NA,NA,0.774839730518898,2.45339660319139,1.10931447576571,0.175949897289247
"43",2020-03-15,NA,2.29583661814013,NA,0.0563390861800222,NA,NA,0.596900151273898,0.836011288191443,2.89315637168797,1.35258519413539,0.224824868758483
"44",2020-03-16,NA,3.2298842156344,NA,0.178407106236737,NA,NA,NA,1.12147855732998,3.68009490478709,1.35258519413539,0.254149851640024
"45",2020-03-17,NA,4.30360248191287,NA,0.460102537136848,NA,NA,3.84851372533845,1.24382167267507,4.48439237611635,2.00455071936611,0.439874743223119
"46",2020-03-18,NA,5.63920325216169,NA,0.469492384833518,NA,NA,4.43496812396506,1.63124153793452,5.58957811010115,0.866043757396038,0.625599634806213
"47",2020-03-19,NA,7.33271011117,NA,0.51644162331687,NA,NA,6.07793579034646,1.99827088396979,7.1403099253259,0.866043757396038,2.02342381882635
"48",2020-03-20,NA,9.67219381330519,NA,0.619729947980244,NA,NA,7.79850047639347,2.71193905681614,8.57531548568313,1.22608442058315,2.59037348786948
"49",2020-03-21,NA,12.0815128498325,NA,0.741797968036958,NA,0,8.80427723128999,3.07896840285141,9.66892859418118,1.51800928262676,3.09867319114952
"50",2020-03-22,NA,14.4995613031588,NA,0.910815226577025,NA,NA,10.3771091298967,3.60912190268013,10.8261911428564,1.64451005617899,3.74382281454343
"51",2020-03-23,NA,16.4374918325394,NA,1.09861218051043,NA,NA,12.9422875299963,4.44513319087157,12.9844857961356,1.95589657569218,4.49649737516966
"52",2020-03-24,NA,19.2396346250222,NA,1.2676294390505,NA,NA,15.1657405934916,4.87333409457938,14.7203796191484,1.97535823316175,5.18074697573895
"53",2020-03-25,NA,23.7527431101114,NA,1.64322334691731,NA,1.48606748304932,18.0144465654462,5.91325057501264,16.2653251216297,2.6857087308012,6.22667136518059
"54",2020-03-26,NA,27.157215661726,NA,1.92491877781742,NA,1.73978632161871,20.7109429988261,6.74926186320408,17.0811952184457,1.85858828834431,7.33124572038531
"55",2020-03-27,NA,31.8536418995944,NA,2.22539390411088,NA,1.95725961182105,23.4298231878787,7.74839730518898,18.6666449101308,3.44471337211458,8.59221998429158
"56",2020-03-28,NA,35.6858558743606,NA,2.54464872579767,NA,2.02975070855516,26.2337616484878,9.01260949708823,19.0022510492466,4.06748641114094,9.25691959627319
"57",2020-03-29,NA,39.596634600318,NA,2.64793705046104,NA,2.42845174059279,28.8168470531256,10.4603363620051,19.0022510492466,4.72918276510645,10.2050940427764
"58",2020-03-30,NA,42.7479540647613,NA,2.76061522282109,NA,2.59155670824454,31.2566764214576,11.6429864770076,18.701362786591,5.55630320756334,11.3585433694503
"59",2020-03-31,NA,43.5423309934714,NA,3.02353095832786,NA,2.48282006314337,33.8323005742045,12.1527494576122,17.9086379407485,6.10122961671141,12.658617610532
"60",2020-04-01,9.66273553623385,45.5588262740431,NA,3.23949745535127,NA,2.88152109518099,36.6243010317882,13.3761806110631,17.0406910292421,7.06458166145532,13.4992671198028
